match_id,match_number,round,group,home_team,away_team,matchup,matchup_code,display_matchup,date_beijing_text,time_beijing_text,display_time_beijing,city,stadium,kickoff_beijing,kickoff_utc,time_basis,status,source_note
M070,70,小组赛,K组,刚果(金),乌兹别克斯坦,刚果(金) vs 乌兹别克斯坦,刚果(金) vs 乌兹别克斯坦,刚果(金) vs 乌兹别克斯坦,6月28日,07:30,6月28日 07:30 北京时间,亚特兰大 (Atlanta),,2026-06-28T07:30:00+08:00,2026-06-27T23:30:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; do not use older HTML placeholder teams
M071,71,小组赛,J组,阿尔及利亚,奥地利,阿尔及利亚 vs 奥地利,阿尔及利亚 vs 奥地利,阿尔及利亚 vs 奥地利,6月28日,10:00,6月28日 10:00 北京时间,达拉斯 (Dallas),,2026-06-28T10:00:00+08:00,2026-06-28T02:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; do not use older HTML placeholder teams
M072,72,小组赛,J组,约旦,阿根廷,约旦 vs 阿根廷,约旦 vs 阿根廷,约旦 vs 阿根廷,6月28日,10:00,6月28日 10:00 北京时间,堪萨斯城 (Kansas City),,2026-06-28T10:00:00+08:00,2026-06-28T02:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; do not use older HTML placeholder teams
M073,73,32强淘汰赛,,A2,B2,A2 - B2,A2 - B2,A2 - B2,6月29日,03:00,6月29日 03:00 北京时间,,洛杉矶 SoFi 体育场,2026-06-29T03:00:00+08:00,2026-06-28T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M074,74,32强淘汰赛,,E1,A3/B3/C3/D3/F3,E1 - A3/B3/C3/D3/F3,E1 - A3/B3/C3/D3/F3,E1 - A3/B3/C3/D3/F3,6月30日,04:30,6月30日 04:30 北京时间,,波士顿 吉列体育场,2026-06-30T04:30:00+08:00,2026-06-29T20:30:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M075,75,32强淘汰赛,,F1,C2,F1 - C2,F1 - C2,F1 - C2,6月30日,09:00,6月30日 09:00 北京时间,,蒙特雷 BBVA 体育场,2026-06-30T09:00:00+08:00,2026-06-30T01:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M076,76,32强淘汰赛,,C1,F2,C1 - F2,C1 - F2,C1 - F2,6月30日,01:00,6月30日 01:00 北京时间,,休斯顿 NRG 体育场,2026-06-30T01:00:00+08:00,2026-06-29T17:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M077,77,32强淘汰赛,,I1,C3/D3/F3/G3/H3,I1 - C3/D3/F3/G3/H3,I1 - C3/D3/F3/G3/H3,I1 - C3/D3/F3/G3/H3,7月1日,05:00,7月1日 05:00 北京时间,,纽约 大都会人寿体育场,2026-07-01T05:00:00+08:00,2026-06-30T21:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M078,78,32强淘汰赛,,E2,I2,E2 - I2,E2 - I2,E2 - I2,7月1日,01:00,7月1日 01:00 北京时间,,达拉斯 AT&T 体育场,2026-07-01T01:00:00+08:00,2026-06-30T17:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M079,79,32强淘汰赛,,A1,C3/E3/F3/H3/I3,A1 - C3/E3/F3/H3/I3,A1 - C3/E3/F3/H3/I3,A1 - C3/E3/F3/H3/I3,7月1日,09:00,7月1日 09:00 北京时间,,墨西哥城 阿兹特克体育场,2026-07-01T09:00:00+08:00,2026-07-01T01:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M080,80,32强淘汰赛,,L1,E3/H3/I3/J3/K3,L1 - E3/H3/I3/J3/K3,L1 - E3/H3/I3/J3/K3,L1 - E3/H3/I3/J3/K3,7月2日,00:00,7月2日 00:00 北京时间,,亚特兰大 梅赛德斯-奔驰体育场,2026-07-02T00:00:00+08:00,2026-07-01T16:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M081,81,32强淘汰赛,,D1,B3/E3/F3/I3/J3,D1 - B3/E3/F3/I3/J3,D1 - B3/E3/F3/I3/J3,D1 - B3/E3/F3/I3/J3,7月2日,08:00,7月2日 08:00 北京时间,,旧金山湾区 李维斯体育场,2026-07-02T08:00:00+08:00,2026-07-02T00:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M082,82,32强淘汰赛,,G1,A3/E3/H3/I3/J3,G1 - A3/E3/H3/I3/J3,G1 - A3/E3/H3/I3/J3,G1 - A3/E3/H3/I3/J3,7月2日,04:00,7月2日 04:00 北京时间,,西雅图 流明球场,2026-07-02T04:00:00+08:00,2026-07-01T20:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M083,83,32强淘汰赛,,K2,L2,K2 - L2,K2 - L2,K2 - L2,7月3日,07:00,7月3日 07:00 北京时间,,多伦多 BMO 球场,2026-07-03T07:00:00+08:00,2026-07-02T23:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M084,84,32强淘汰赛,,H1,J2,H1 - J2,H1 - J2,H1 - J2,7月3日,03:00,7月3日 03:00 北京时间,,洛杉矶 SoFi 体育场,2026-07-03T03:00:00+08:00,2026-07-02T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M085,85,32强淘汰赛,,B1,E3/F3/G3/I3/J3,B1 - E3/F3/G3/I3/J3,B1 - E3/F3/G3/I3/J3,B1 - E3/F3/G3/I3/J3,7月3日,11:00,7月3日 11:00 北京时间,,温哥华 BC Place,2026-07-03T11:00:00+08:00,2026-07-03T03:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M086,86,32强淘汰赛,,J1,H2,J1 - H2,J1 - H2,J1 - H2,7月4日,06:00,7月4日 06:00 北京时间,,迈阿密 硬石体育场,2026-07-04T06:00:00+08:00,2026-07-03T22:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M087,87,32强淘汰赛,,K1,D3/E3/I3/J3/L3,K1 - D3/E3/I3/J3/L3,K1 - D3/E3/I3/J3/L3,K1 - D3/E3/I3/J3/L3,7月4日,09:30,7月4日 09:30 北京时间,,堪萨斯城 箭头体育场,2026-07-04T09:30:00+08:00,2026-07-04T01:30:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M088,88,32强淘汰赛,,D2,G2,D2 - G2,D2 - G2,D2 - G2,7月4日,02:00,7月4日 02:00 北京时间,,达拉斯 AT&T体育场,2026-07-04T02:00:00+08:00,2026-07-03T18:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M089,89,16强淘汰赛,,74胜者,77胜者,74胜者 - 77胜者,74胜者 - 77胜者,74胜者 - 77胜者,7月5日,05:00,7月5日 05:00 北京时间,,费城 林肯金融球场,2026-07-05T05:00:00+08:00,2026-07-04T21:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M090,90,16强淘汰赛,,73胜者,75胜者,73胜者 - 75胜者,73胜者 - 75胜者,73胜者 - 75胜者,7月5日,01:00,7月5日 01:00 北京时间,,休斯顿 NRG体育场,2026-07-05T01:00:00+08:00,2026-07-04T17:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M091,91,16强淘汰赛,,76胜者,78胜者,76胜者 - 78胜者,76胜者 - 78胜者,76胜者 - 78胜者,7月6日,04:00,7月6日 04:00 北京时间,,纽约 大都会人寿体育场,2026-07-06T04:00:00+08:00,2026-07-05T20:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M092,92,16强淘汰赛,,79胜者,80胜者,79胜者 - 80胜者,79胜者 - 80胜者,79胜者 - 80胜者,7月6日,08:00,7月6日 08:00 北京时间,,墨西哥城 阿兹特克体育场,2026-07-06T08:00:00+08:00,2026-07-06T00:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M093,93,16强淘汰赛,,83胜者,84胜者,83胜者 - 84胜者,83胜者 - 84胜者,83胜者 - 84胜者,7月7日,03:00,7月7日 03:00 北京时间,,达拉斯 AT&T体育场,2026-07-07T03:00:00+08:00,2026-07-06T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M094,94,16强淘汰赛,,81胜者,82胜者,81胜者 - 82胜者,81胜者 - 82胜者,81胜者 - 82胜者,7月7日,08:00,7月7日 08:00 北京时间,,西雅图 流明球场,2026-07-07T08:00:00+08:00,2026-07-07T00:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M095,95,16强淘汰赛,,86胜者,88胜者,86胜者 - 88胜者,86胜者 - 88胜者,86胜者 - 88胜者,7月8日,00:00,7月8日 00:00 北京时间,,亚特兰大 梅赛德斯-奔驰体育场,2026-07-08T00:00:00+08:00,2026-07-07T16:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M096,96,16强淘汰赛,,85胜者,87胜者,85胜者 - 87胜者,85胜者 - 87胜者,85胜者 - 87胜者,7月8日,04:00,7月8日 04:00 北京时间,,温哥华 不列颠哥伦比亚体育场,2026-07-08T04:00:00+08:00,2026-07-07T20:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M097,97,四分之一决赛,,89胜者,90胜者,89胜者 - 90胜者,89胜者 - 90胜者,89胜者 - 90胜者,7月10日,04:00,7月10日 04:00 北京时间,,波士顿 吉列体育场,2026-07-10T04:00:00+08:00,2026-07-09T20:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M098,98,四分之一决赛,,93胜者,94胜者,93胜者 - 94胜者,93胜者 - 94胜者,93胜者 - 94胜者,7月11日,03:00,7月11日 03:00 北京时间,,洛杉矶 SoFi体育场,2026-07-11T03:00:00+08:00,2026-07-10T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M099,99,四分之一决赛,,91胜者,92胜者,91胜者 - 92胜者,91胜者 - 92胜者,91胜者 - 92胜者,7月12日,05:00,7月12日 05:00 北京时间,,迈阿密 硬石体育场,2026-07-12T05:00:00+08:00,2026-07-11T21:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M100,100,四分之一决赛,,95胜者,96胜者,95胜者 - 96胜者,95胜者 - 96胜者,95胜者 - 96胜者,7月12日,09:00,7月12日 09:00 北京时间,,堪萨斯城 箭头体育,2026-07-12T09:00:00+08:00,2026-07-12T01:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M101,101,半决赛,,97胜者,98胜者,97胜者 - 98胜者,97胜者 - 98胜者,97胜者 - 98胜者,7月15日,03:00,7月15日 03:00 北京时间,,达拉斯 AT&T 体育场,2026-07-15T03:00:00+08:00,2026-07-14T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M102,102,半决赛,,99胜者,100胜者,99胜者 - 100胜者,99胜者 - 100胜者,99胜者 - 100胜者,7月16日,03:00,7月16日 03:00 北京时间,,亚特兰大 梅赛德斯-奔驰体育场,2026-07-16T03:00:00+08:00,2026-07-15T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M103,103,三四名决赛,,两场半决赛负者,,两场半决赛负者,两场半决赛负者,两场半决赛负者,7月19日,05:00,7月19日 05:00 北京时间,,迈阿密 硬石体育场,2026-07-19T05:00:00+08:00,2026-07-18T21:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
M104,104,决赛,,两场半决赛胜者,,两场半决赛胜者,两场半决赛胜者,两场半决赛胜者,7月20日,03:00,7月20日 03:00 北京时间,,纽约 大都会人寿体育场,2026-07-20T03:00:00+08:00,2026-07-19T19:00:00Z,uploaded latest schedule image uses Beijing time / GMT+8,scheduled,manually transcribed from the latest user-provided schedule image; all knockout kickoff times are included
